,type,city,latitude,longitude,price_range,rating,votes,photo_count,delivery,area,chain_restaurant,indian,asian,western,middle_eastern,fast_food,others,highlights_count
26296,Quick Bites,Bangalore,13.0206933,77.6830414,1,3.4,6,1,1,191791,0,0,0,0,0,1,0,7
26297,Quick Bites,Bangalore,12.99733122,77.54051149,1,3.2,6,0,0,191791,1,0,0,0,0,0,0,6
26298,Quick Bites,Bangalore,12.91041709,77.58180812,1,3.3,5,10,0,191791,0,0,1,0,0,1,0,6
26299,Quick Bites,Bangalore,12.9928131,77.66153276,1,0.0,3,1,0,191791,0,0,0,0,0,0,1,3
26300,Quick Bites,Bangalore,12.90605786,77.6126666,1,3.4,4,0,0,191791,0,0,0,0,0,0,1,3
26301,Quick Bites,Bangalore,12.90787302,77.6011642,1,3.4,4,1,0,191791,1,0,0,0,0,0,1,8
26302,Quick Bites,Bangalore,12.90895074,77.61389472,1,0.0,3,1,0,191791,0,1,0,0,0,0,0,6
26303,Quick Bites,Bangalore,13.04080579,77.62447033,1,0.0,2,2,0,191791,0,0,0,0,0,1,0,7
26304,Quick Bites,Bangalore,12.95500635,77.64188457,1,0.0,3,0,0,191791,0,0,0,0,0,1,0,5
26305,Quick Bites,Bangalore,12.9687164,77.64788132,1,0.0,2,2,0,191791,0,1,0,0,0,0,0,8
26306,Quick Bites,Bangalore,12.97029938,77.60991666,1,0.0,3,3,0,191791,0,0,0,0,0,0,1,7
26307,Quick Bites,Bangalore,13.0936592,77.5825008,1,0.0,3,1,0,191791,1,0,0,0,0,0,0,6
26308,Quick Bites,Bangalore,12.90670723,77.52102625,1,0.0,3,0,0,191791,0,0,0,0,0,0,0,7
26309,Quick Bites,Bangalore,13.02599304,77.62671836,1,0.0,2,0,0,191791,0,0,0,0,0,1,0,5
26310,Quick Bites,Bangalore,13.02516302,77.6131789,1,0.0,2,1,0,191791,1,0,0,0,0,0,0,6
26311,Quick Bites,Bangalore,13.03983276,77.62055263,1,0.0,2,2,0,191791,0,0,0,0,0,1,0,6
26312,Quick Bites,Bangalore,13.0169888,77.70475086,1,0.0,2,2,0,191791,0,0,0,0,0,0,1,5
26313,Quick Bites,Bangalore,12.95188921,77.69903071,1,0.0,2,0,0,191791,0,0,0,0,0,0,0,5
26314,Quick Bites,Bangalore,12.88872215,77.59038046,1,0.0,2,3,0,191791,0,0,0,0,0,0,0,6
26315,Quick Bites,Bangalore,13.02245704,77.64948294,1,0.0,2,0,0,191791,0,0,0,0,0,0,0,9
26316,Casual Dining,Bangalore,12.9341711,77.61119306,1,4.0,684,214,1,191791,1,0,0,0,0,1,0,10
26317,Casual Dining,Bangalore,12.9794981,77.7287335,1,4.3,678,99,1,191791,0,1,0,0,0,0,0,12
26318,Casual Dining,Bangalore,12.99737336,77.6967277,1,4.2,382,322,1,191791,1,0,0,0,0,0,1,11
26319,Casual Dining,Bangalore,12.99147431,77.57048886,1,4.2,534,36,1,191791,1,1,0,0,0,0,0,10
26320,Casual Dining,Bangalore,13.01171056,77.55531494,1,4.0,362,306,1,191791,0,0,0,0,0,0,1,10
26321,Casual Dining,Bangalore,12.99775689,77.69681353,1,3.8,355,225,0,191791,1,0,0,0,0,0,0,12
26322,Casual Dining,Bangalore,12.98705933,77.73618568,1,4.6,268,125,1,191791,1,0,0,0,0,1,1,8
26323,Casual Dining,Bangalore,12.98687932,77.73703292,2,3.9,317,163,1,191791,1,0,0,0,0,1,0,10
26324,Casual Dining,Bangalore,12.98702404,77.73656789,1,3.1,338,87,1,191791,1,0,0,0,0,1,0,12
26325,Casual Dining,Bangalore,13.01131105,77.55459208,1,3.9,297,181,1,191791,1,0,0,0,0,0,0,11
26326,Casual Dining,Bangalore,12.9491929,77.6417116,2,4.1,348,114,1,191791,1,0,0,0,0,1,0,10
26327,Casual Dining,Bangalore,12.87602845,77.59551119,2,3.6,324,165,0,191791,0,0,0,1,0,1,0,12
26328,Casual Dining,Bangalore,12.97367374,77.55163126,2,4.0,316,60,1,191791,1,0,0,0,0,1,1,12
26329,Casual Dining,Bangalore,12.99654325,77.69539297,2,4.1,237,190,0,191791,0,0,0,1,0,0,0,11
26330,Casual Dining,Bangalore,12.9342737,77.61132248,2,3.7,230,195,0,191791,0,1,0,0,0,0,0,11
26331,Casual Dining,Bangalore,12.97011641,77.609341,2,4.4,242,181,1,191791,0,0,0,0,0,0,1,8
26332,Casual Dining,Bangalore,12.99774284,77.6968085,2,2.6,274,160,1,191791,1,0,0,0,0,1,0,10
26333,Casual Dining,Bangalore,13.04491247,77.62097441,1,3.9,183,100,0,191791,1,1,0,0,0,0,0,8
26334,Casual Dining,Bangalore,13.01112158,77.55464405,2,2.8,278,138,0,191791,1,0,0,0,0,1,0,11
26335,Casual Dining,Bangalore,12.93731493,77.62671065,1,4.0,173,199,1,191791,1,0,0,0,0,0,0,11
26336,Casual Dining,Bangalore,12.99780426,77.69643467,1,4.0,217,64,1,191791,1,0,0,0,0,1,0,9
26337,Casual Dining,Bangalore,13.05102156,77.62137271,1,3.8,244,50,1,191791,1,0,0,0,0,1,0,11
26338,Quick Bites,Bangalore,12.9344843,77.6111435,2,3.7,233,89,1,191791,1,0,0,0,0,1,1,10
26339,Casual Dining,Bangalore,12.93423351,77.58277874,3,3.9,157,120,1,191791,1,1,0,0,0,0,0,10
26340,Casual Dining,Bangalore,13.01051169,77.55497664,2,3.7,180,152,0,191791,1,0,1,0,0,0,0,11
26341,Casual Dining,Bangalore,12.93423743,77.61130303,2,3.9,153,150,0,191791,1,1,0,0,0,1,0,11
26342,Casual Dining,Bangalore,13.05082494,77.62131102,2,4.0,242,93,0,191791,0,1,0,0,0,0,0,11
26343,Casual Dining,Bangalore,12.93436814,77.61139456,2,2.8,200,119,0,191791,1,0,1,0,0,0,0,10
26344,Casual Dining,Bangalore,12.98024656,77.69379672,2,3.7,218,57,1,191791,0,1,0,0,0,0,0,11
26345,Casual Dining,Bangalore,12.99157787,77.57049523,1,4.0,143,129,1,191791,1,0,0,0,0,0,1,11
26346,Casual Dining,Bangalore,12.97310917,77.60738298,1,3.6,149,138,1,191791,1,0,0,0,0,0,0,11
26347,Casual Dining,Bangalore,12.98687409,77.73692429,2,3.7,193,74,1,191791,0,0,1,0,0,0,0,12
26348,Casual Dining,Bangalore,12.97011478,77.60937955,1,4.0,155,133,1,191791,1,0,0,0,0,0,1,11
26349,Casual Dining,Bangalore,12.99130901,77.57053714,1,3.9,63,280,1,191791,1,1,0,0,0,0,0,10
26350,Casual Dining,Bangalore,12.99131456,77.5705177,2,4.1,134,106,1,191791,1,0,0,0,0,1,0,9
26351,Casual Dining,Bangalore,12.97898088,77.72913013,2,3.6,223,53,1,191791,1,1,0,0,0,0,0,11
26352,Casual Dining,Bangalore,12.93940916,77.6257873,1,3.9,205,52,0,191791,0,0,0,0,0,0,0,10
26353,Casual Dining,Bangalore,12.87581143,77.59569895,2,3.7,188,44,1,191791,0,1,0,0,0,0,0,11
26354,Casual Dining,Bangalore,12.9161295,77.59239446,1,3.9,162,106,1,191791,1,0,0,0,0,0,1,12
26355,Casual Dining,Bangalore,12.99802771,77.69671127,2,2.6,122,127,1,191791,0,0,1,0,0,0,0,10
26356,Casual Dining,Bangalore,12.98025342,77.69379068,2,3.5,207,35,1,191791,0,0,1,0,0,0,0,11
26357,Casual Dining,Bangalore,12.9787025,77.7264616,2,3.9,126,89,1,191791,1,0,0,0,0,1,0,10
26358,Casual Dining,Bangalore,12.99798982,77.6967505,1,3.8,119,115,0,191791,0,0,0,0,0,1,1,9
26359,Casual Dining,Bangalore,12.93435637,77.61138719,2,3.9,157,61,0,191791,1,1,0,0,1,0,0,8
26360,Casual Dining,Bangalore,13.001256,77.6327768,2,3.9,152,58,0,191791,0,1,0,0,0,0,0,12
26361,Casual Dining,Bangalore,13.0106453,77.55495988,2,3.8,169,62,0,191791,1,0,0,0,0,1,1,10
26362,Casual Dining,Bangalore,13.01120553,77.55459677,2,3.1,124,78,0,191791,1,1,0,0,0,1,0,12
26363,Casual Dining,Bangalore,13.04529461,77.62687191,2,3.1,103,106,0,191791,0,1,1,0,0,0,0,12
26364,Casual Dining,Bangalore,12.93596669,77.51762521,1,3.0,169,10,0,191791,0,1,0,0,0,0,0,11
26365,Casual Dining,Bangalore,12.96607221,77.71785043,2,3.7,124,41,1,191791,1,1,1,0,0,0,0,10
26366,Casual Dining,Bangalore,12.98685677,77.73697324,1,3.8,114,74,1,191791,0,1,0,0,0,0,0,11
26367,Quick Bites,Bangalore,12.99163733,77.57061526,1,3.8,142,62,0,191791,1,0,0,0,0,1,0,8
26368,Café/Bakery,Bangalore,12.99165399,77.57098809,1,4.0,114,101,1,191791,1,0,0,0,0,0,1,8
26369,Quick Bites,Bangalore,12.98686069,77.73699939,2,3.1,148,59,1,191791,1,0,0,0,0,1,1,10
26370,Casual Dining,Bangalore,12.99774056,77.69680984,2,2.9,110,82,0,191791,1,1,0,0,0,0,0,7
26371,Casual Dining,Bangalore,12.9073445,77.60095943,3,3.5,105,66,1,191791,0,0,1,1,0,0,0,9
26372,Casual Dining,Bangalore,12.99670137,77.69522835,2,3.6,79,90,0,191791,0,1,0,0,0,1,0,11
26373,Casual Dining,Bangalore,12.99801824,77.69670054,2,3.8,79,85,0,191791,0,0,1,0,0,0,0,9
26374,Casual Dining,Bangalore,12.97925891,77.72867046,2,3.7,161,38,0,191791,1,0,1,0,0,0,0,8
26375,Casual Dining,Bangalore,13.01135286,77.55495518,2,3.9,81,57,1,191791,1,0,0,0,0,1,0,9
26376,Casual Dining,Bangalore,12.84808782,77.65753258,1,3.9,118,118,1,191791,1,0,0,0,0,1,1,10
26377,Casual Dining,Bangalore,12.942676,77.694604,1,3.6,66,20,1,191791,1,1,0,0,0,0,0,6
26378,Casual Dining,Bangalore,13.01168574,77.55525526,2,3.7,90,64,1,191791,0,1,1,0,0,1,0,7
26379,Casual Dining,Bangalore,12.98674537,77.73686595,2,3.9,92,47,0,191791,0,0,0,0,0,1,0,12
26380,Casual Dining,Bangalore,12.99630705,77.69526355,1,4.1,22,159,0,191791,0,0,0,0,0,1,0,9
26381,Casual Dining,Bangalore,12.97894201,77.7291194,1,2.6,84,65,0,191791,1,1,0,0,0,0,0,14
26382,Casual Dining,Bangalore,12.98024068,77.69379973,2,3.6,109,50,1,191791,1,0,0,0,0,1,1,11
26383,Casual Dining,Bangalore,12.97014418,77.60931283,2,3.6,100,47,1,191791,1,0,0,0,0,1,1,9
26384,Quick Bites,Bangalore,12.94928536,77.64352944,1,3.1,104,44,0,191791,1,0,0,0,0,1,0,12
26385,Casual Dining,Bangalore,12.98023382,77.69384198,2,2.6,112,15,1,191791,1,0,0,1,0,1,0,12
26386,Quick Bites,Bangalore,12.94903115,77.6437011,1,3.1,115,25,1,191791,1,0,0,0,0,1,0,11
26387,Casual Dining,Bangalore,12.84807965,77.6575527,1,2.9,111,35,1,191791,1,0,0,0,0,0,0,9
26388,Quick Bites,Bangalore,12.91625074,77.59224728,2,2.9,108,59,1,191791,1,0,0,0,0,1,1,10
26389,Casual Dining,Bangalore,12.98685808,77.73694038,2,3.2,103,32,1,191791,0,1,0,0,0,0,0,12
26390,Casual Dining,Bangalore,12.99123093,77.72964243,2,3.4,82,83,0,191791,1,0,0,0,0,1,0,12
26391,Casual Dining,Bangalore,12.9967079,77.69524377,1,3.6,71,63,1,191791,1,0,0,0,0,0,0,10
26392,Casual Dining,Bangalore,12.908047,77.601081,1,4.0,48,119,1,191791,0,0,0,1,0,0,1,13
26393,Casual Dining,Bangalore,13.04528286,77.6268632,1,3.8,42,89,1,191791,0,0,0,0,0,1,1,11
26394,Casual Dining,Bangalore,12.98019592,77.72655655,2,2.7,92,20,1,191791,0,0,1,0,0,0,0,11
26395,Casual Dining,Bangalore,12.99760955,77.69682057,1,3.6,86,40,1,191791,1,0,0,0,0,1,1,8
26396,Casual Dining,Bangalore,13.0116926,77.55532265,1,3.9,69,152,0,191791,1,0,0,0,0,1,1,10
26397,Casual Dining,Bangalore,12.9872191,77.7364744,2,4.0,49,63,1,191791,1,0,0,0,0,0,1,7
26398,Casual Dining,Bangalore,12.93427076,77.61132583,2,3.8,57,63,0,191791,0,0,0,0,0,1,0,8
26399,Casual Dining,Bangalore,12.9794981,77.7287335,2,3.8,46,67,1,191791,0,0,1,0,0,0,1,9
26400,Casual Dining,Bangalore,12.99774154,77.69667707,2,2.6,65,40,0,191791,0,1,0,0,0,1,0,11
26401,Casual Dining,Bangalore,12.87635758,77.59579919,1,2.7,70,40,0,191791,1,1,0,0,0,1,0,14
26402,Casual Dining,Bangalore,12.93377178,77.61097547,2,3.5,70,35,0,191791,0,1,0,0,0,0,0,11
26403,Casual Dining,Bangalore,12.979232,77.72857,2,3.9,15,74,0,191791,0,0,0,1,0,0,0,5
26404,Casual Dining,Bangalore,12.9660366,77.71784708,2,3.8,54,50,0,191791,1,1,0,0,0,0,0,10
26405,Casual Dining,Bangalore,12.97363323,77.55162723,2,3.2,74,8,1,191791,0,1,0,0,0,0,0,7
26406,Casual Dining,Bangalore,13.01055808,77.55494881,2,2.9,69,17,0,191791,0,1,0,0,0,0,0,10
26407,Casual Dining,Bangalore,13.0453815,77.62677804,2,2.8,66,32,1,191791,1,0,1,0,0,0,0,12
26408,Casual Dining,Bangalore,13.00129781,77.63275199,1,3.8,72,11,1,191791,1,1,0,0,0,0,0,12
26409,Casual Dining,Bangalore,12.93427011,77.61132684,3,2.9,52,61,0,191791,0,0,1,1,0,0,0,9
26410,Quick Bites,Bangalore,12.979006,77.728403,2,2.7,76,59,1,191791,1,0,0,0,0,1,1,9
26411,Casual Dining,Bangalore,13.00129455,77.63277847,1,3.0,44,69,1,191791,1,0,0,0,0,0,0,9
26412,Bar,Bangalore,12.96948355,77.64130119,3,4.3,7389,3034,0,191791,0,1,1,0,0,0,0,19
26413,Bar,Bangalore,12.9751037,77.6039706,3,4.4,1709,1011,0,191791,0,0,0,1,0,1,0,13
26414,Bar,Bangalore,12.97498322,77.60753151,3,4.2,1720,531,0,191791,0,1,1,0,0,1,0,25
26415,Bar,Bangalore,12.84131506,77.64507372,3,4.5,2000,649,0,191791,0,1,1,0,0,0,1,19
26416,Bar,Bangalore,12.97006152,77.61081319,4,4.4,8624,4791,1,191791,0,0,0,1,0,0,0,17
26417,Bar,Bangalore,12.97310852,77.60740578,3,4.5,429,542,0,191791,0,1,1,1,0,0,0,20
26418,Bar,Bangalore,12.92707748,77.56145116,3,4.1,1010,575,0,191791,0,1,1,1,0,0,0,19
26419,Casual Dining,Bangalore,12.920495,77.684154,3,4.2,1124,1043,1,191791,1,0,0,1,0,0,0,14
26420,Bar,Bangalore,12.93257319,77.61405598,3,4.2,2691,661,0,191791,0,1,0,0,0,1,0,16
26421,Bar,Bangalore,12.94951539,77.69925434,3,4.4,1387,2219,0,191791,0,1,1,0,0,0,0,18
26422,Bar,Bangalore,12.97033924,77.64528293,3,4.2,4021,2620,1,191791,0,1,0,1,0,0,0,17
26423,Bar,Bangalore,12.91497592,77.6661237,3,4.5,2048,470,0,191791,0,1,0,1,0,0,0,20
26424,Casual Dining,Bangalore,12.96785842,77.60730285,3,4.2,4552,1841,0,191791,1,0,0,1,0,0,0,11
26425,Bar,Bangalore,12.92923029,77.63458796,3,4.3,1690,592,1,191791,0,1,0,0,0,1,0,19
26426,Bar,Bangalore,12.996397,77.695505,3,4.2,1335,1630,1,191791,0,1,0,0,0,0,0,20
26427,Bar,Bangalore,12.95574479,77.7144333,3,4.3,2134,1148,0,191791,0,1,1,0,0,1,0,16
26428,Casual Dining,Bangalore,12.97012687,77.64027826,3,4.1,1844,904,0,191791,1,0,0,0,0,0,0,11
26429,Bar,Bangalore,12.93304047,77.61475168,3,4.5,4184,1534,0,191791,0,1,0,0,0,1,0,18
26430,Bar,Bangalore,12.97115408,77.59764221,3,4.3,3575,2085,0,191791,0,0,0,0,0,1,0,13
26431,Bar,Bangalore,12.93410542,77.62989074,3,4.2,1874,799,0,191791,0,1,1,0,0,1,0,25
26432,Bar,Bangalore,13.02118635,77.64148425,3,4.2,1288,940,1,191791,0,0,0,1,0,1,1,15
26433,Bar,Bangalore,13.03272387,77.56926678,3,4.3,1085,623,0,191791,0,1,1,0,0,1,0,23
26434,Casual Dining,Bangalore,12.99622832,77.69521125,3,4.2,1921,2242,0,191791,1,0,0,1,0,0,0,16
26435,Bar,Bangalore,12.96262652,77.75072794,3,4.3,2346,1875,0,191791,0,0,0,0,0,1,0,14
26436,Bar,Bangalore,12.95382354,77.63990041,3,4.3,2083,1423,0,191791,0,1,0,0,0,1,0,17
26437,Bar,Bangalore,12.9969944,77.69686416,3,4.2,1339,1032,1,191791,1,0,0,1,0,0,0,20
26438,Bar,Bangalore,13.01160244,77.55589563,3,4.0,883,450,0,191791,1,1,0,1,0,1,0,10
26439,Casual Dining,Bangalore,12.90609087,77.59293292,3,4.2,1331,689,0,191791,0,0,0,1,0,0,0,14
26440,Bar,Bangalore,12.97631687,77.60219391,3,4.3,780,869,0,191791,1,1,1,0,0,1,0,15
26441,Bar,Bangalore,12.93371493,77.61985593,3,4.1,1920,1168,1,191791,0,0,0,1,0,1,0,21
26442,Bar,Bangalore,12.99622244,77.69510899,3,4.1,765,844,1,191791,1,1,1,1,0,1,0,15
26443,Bar,Bangalore,12.93118637,77.63295315,3,4.1,1269,820,1,191791,1,0,1,1,0,1,0,15
26444,Bar,Bangalore,12.97446537,77.60736924,3,4.1,880,317,1,191791,0,0,0,0,0,1,0,19
26445,Bar,Bangalore,12.99277488,77.66148582,4,4.3,1763,750,0,191791,0,1,1,1,0,0,0,13
26446,Casual Dining,Bangalore,12.96210865,77.60144323,3,4.2,2100,962,0,191791,1,0,0,1,0,1,0,12
26447,Bar,Bangalore,12.96563636,77.63807382,3,4.1,909,232,1,191791,1,1,1,0,0,0,0,14
26448,Bar,Bangalore,12.91580585,77.6345766,3,4.3,650,226,0,191791,0,1,0,0,0,1,0,15
26449,Bar,Bangalore,13.00777811,77.55706843,3,4.2,1767,535,0,191791,0,1,1,0,0,1,0,15
26450,Bar,Bangalore,12.97093256,77.64116976,3,4.2,1134,199,0,191791,0,0,0,0,0,1,0,14
26451,Bar,Bangalore,12.99088822,77.61932686,3,4.2,1464,813,0,191791,0,1,0,0,0,1,0,12
26452,Bar,Bangalore,12.94097859,77.62446161,3,4.1,1440,934,0,191791,0,0,0,1,0,1,0,13
26453,Bar,Bangalore,12.97122498,77.59751279,3,4.1,1567,763,0,191791,0,0,0,0,0,0,0,16
26454,Bar,Bangalore,12.97763875,77.69504059,3,4.2,848,926,0,191791,0,0,0,0,0,1,0,18
26455,Bar,Bangalore,12.93431487,77.61595532,3,3.9,792,226,1,191791,1,1,1,0,0,0,0,16
26456,Bar,Bangalore,13.02598161,77.63617951,3,4.0,794,785,0,191791,0,1,1,1,0,0,0,18
26457,Casual Dining,Bangalore,12.93353553,77.62217671,3,4.3,674,365,1,191791,0,1,1,0,0,1,0,18
26458,Bar,Bangalore,12.97357866,77.60698467,3,3.9,968,86,0,191791,0,1,1,0,0,0,0,11
26459,Casual Dining,Bangalore,13.02118701,77.64148928,3,4.2,494,416,1,191791,0,1,0,0,0,0,0,12
26460,Bar,Bangalore,12.93101873,77.58603729,3,4.0,519,371,1,191791,0,0,0,0,0,1,0,24
26461,Bar,Bangalore,12.9866369,77.73603447,3,4.0,608,187,1,191791,0,0,0,1,0,1,0,23
26462,Casual Dining,Bangalore,12.97355873,77.62025759,3,4.2,616,519,0,191791,1,1,1,0,0,1,0,15
26463,Bar,Bangalore,12.99479873,77.61515133,3,3.9,619,233,0,191791,1,1,1,0,0,0,0,12
26464,Bar,Bangalore,13.02294669,77.63952255,3,3.8,469,230,1,191791,1,1,1,1,0,0,0,12
26465,Bar,Bangalore,12.99424695,77.5945295,3,4.1,513,381,0,191791,0,0,1,0,0,1,1,14
26466,Bar,Bangalore,12.94083188,77.62426581,3,3.9,677,99,0,191791,0,1,1,1,0,0,0,16
26467,Bar,Bangalore,12.97079697,77.71237604,3,3.9,444,250,1,191791,1,1,1,0,0,0,0,17
26468,Bar,Bangalore,12.97364303,77.60723881,3,4.2,598,95,0,191791,0,0,0,0,0,1,0,12
26469,Bar,Bangalore,12.97384396,77.62048457,3,4.2,315,392,0,191791,0,1,0,0,0,1,0,20
26470,Bar,Bangalore,12.91325142,77.66626652,3,4.2,391,341,0,191791,0,1,1,1,0,0,0,20
26471,Bar,Bangalore,12.98809235,77.73004979,3,4.2,427,169,0,191791,0,0,0,0,0,0,0,17
26472,Bar,Bangalore,12.93206375,77.63178237,3,4.1,319,459,0,191791,0,1,0,0,0,1,0,24
26473,Casual Dining,Bangalore,12.94652921,77.64922678,2,4.1,385,270,1,191791,0,0,0,0,0,0,0,13
26474,Bar,Bangalore,13.04483832,77.62096938,3,3.9,360,329,0,191791,0,0,0,1,0,0,0,15
26475,Bar,Bangalore,12.92001308,77.58371819,3,3.6,322,196,1,191791,0,0,1,0,0,1,0,11
26476,Bar,Bangalore,12.97004453,77.60979429,3,4.1,350,219,0,191791,0,1,1,1,0,0,0,15
26477,Bar,Bangalore,13.06985024,77.65185736,3,4.1,314,226,0,191791,0,1,0,0,0,0,0,20
26478,Bar,Bangalore,12.97531353,77.60704536,3,2.6,419,85,0,191791,0,1,1,0,0,0,0,10
26479,Bar,Bangalore,12.933657,77.618802,3,3.9,261,221,0,191791,0,1,0,0,0,1,0,17
26480,Bar,Bangalore,12.94100343,77.62447737,3,4.1,307,183,0,191791,0,0,0,0,0,1,0,15
26481,Bar,Bangalore,12.97263582,77.6266537,3,4.3,124,583,1,191791,0,1,0,1,0,1,0,20
26482,Bar,Bangalore,12.96508712,77.64156807,3,3.9,292,109,0,191791,0,1,1,0,0,0,0,20
26483,Bar,Bangalore,12.84180278,77.64622975,3,3.5,288,89,0,191791,1,1,1,0,0,0,0,12
26484,Bar,Bangalore,12.97264686,77.6087318,3,3.7,302,53,0,191791,0,1,0,0,0,0,0,11
26485,Casual Dining,Bangalore,13.093074,77.59418149,3,4.0,270,67,0,191791,0,1,1,0,0,0,0,13
26486,Casual Dining,Bangalore,12.99789148,77.69629687,3,4.1,230,121,0,191791,1,1,1,0,0,1,0,19
26487,Bar,Bangalore,13.04062288,77.6198519,3,4.1,151,144,0,191791,0,1,0,0,0,0,0,19
26488,Bar,Bangalore,12.96874581,77.60131013,3,4.0,136,249,0,191791,0,0,1,0,0,1,0,17
26489,Fine Dining,Bangalore,12.97011445,77.61076592,4,4.5,2670,411,0,191791,0,1,1,0,0,0,0,19
26490,Fine Dining,Bangalore,12.92419299,77.67187603,3,4.2,731,139,0,191791,0,1,1,0,0,0,0,16
26491,Fine Dining,Bangalore,12.95965324,77.648689,4,3.8,455,236,0,191791,0,0,0,1,0,0,0,24
26492,Fine Dining,Bangalore,13.0043343,77.58332223,3,3.9,481,52,0,191791,0,0,0,0,0,1,0,10
26493,Café/Bakery,Bangalore,12.93725643,77.61956893,1,4.2,1089,579,0,191791,0,0,0,0,0,1,0,11
26494,Quick Bites,Bangalore,12.96249386,77.71343183,1,4.0,382,239,1,191791,0,1,0,0,0,1,1,13
26495,Quick Bites,Bangalore,12.84876152,77.65762009,1,4.0,447,69,1,191791,0,0,0,0,0,1,0,12
26496,Café/Bakery,Bangalore,12.91664061,77.67330967,1,4.2,345,285,0,191791,0,0,0,0,0,1,0,9
26497,Quick Bites,Bangalore,12.91380795,77.65171889,1,3.9,364,196,0,191791,0,0,0,0,0,1,0,10
26498,Café/Bakery,Bangalore,12.97591599,77.60167055,1,4.0,389,166,1,191791,0,0,0,0,0,1,0,10
26499,Café/Bakery,Bangalore,12.92493217,77.56572761,1,4.4,388,101,0,191791,0,0,0,0,0,0,0,7
26500,Café/Bakery,Bangalore,12.92517138,77.61499878,1,4.0,259,38,1,191791,0,1,0,0,0,1,0,10
26501,Café/Bakery,Bangalore,12.96010609,77.64516156,1,4.0,271,174,0,191791,1,0,0,0,0,1,0,9
26502,Quick Bites,Bangalore,13.03053733,77.56025791,1,4.3,283,70,1,191791,0,1,1,0,0,1,0,11
26503,Café/Bakery,Bangalore,12.96474733,77.71695625,2,4.3,274,82,1,191791,1,0,0,0,0,1,0,9
26504,Quick Bites,Bangalore,12.91393834,77.60966621,1,3.5,280,126,0,191791,0,0,0,0,0,1,0,6
26505,Café/Bakery,Bangalore,12.91187462,77.64130421,1,4.1,189,152,1,191791,1,0,0,0,0,1,0,12
26506,Café/Bakery,Bangalore,12.91396089,77.6061314,1,3.7,228,123,1,191791,0,1,1,0,0,1,0,15
26507,Café/Bakery,Bangalore,13.06637921,77.65157875,1,4.0,196,160,1,191791,1,1,0,0,0,1,0,13
26508,Café/Bakery,Bangalore,12.93643789,77.61423402,1,3.9,150,247,0,191791,0,0,0,0,0,1,0,8
26509,Café/Bakery,Bangalore,12.91491416,77.52079725,2,4.2,258,103,1,191791,1,0,0,0,0,1,0,8
26510,Café/Bakery,Bangalore,12.92463774,77.6739544,2,4.2,210,83,1,191791,1,0,0,0,0,1,0,11
26511,Café/Bakery,Bangalore,12.92890352,77.58190434,1,4.4,184,106,0,191791,0,1,0,0,0,0,0,10
26512,Quick Bites,Bangalore,12.91436743,77.60067713,1,4.0,180,115,0,191791,0,0,0,0,0,1,0,10
26513,Café/Bakery,Bangalore,12.88854665,77.58208137,2,4.1,210,70,1,191791,1,0,0,0,0,1,0,9
26514,Café/Bakery,Bangalore,12.99940796,77.57133611,1,4.3,142,116,0,191791,1,0,0,0,0,1,0,7
26515,Café/Bakery,Bangalore,12.90757064,77.64456309,2,4.0,178,81,1,191791,1,0,0,0,0,1,0,12
26516,Quick Bites,Bangalore,12.92813232,77.67663058,1,2.9,172,50,1,191791,0,0,0,0,0,1,0,11
26517,Café/Bakery,Bangalore,12.87661056,77.59558126,1,4.1,176,60,0,191791,1,0,0,0,0,1,0,11
26518,Café/Bakery,Bangalore,12.9308292,77.58101352,1,3.9,96,152,0,191791,1,0,0,0,0,1,0,9
26519,Café/Bakery,Bangalore,13.01896215,77.63667271,2,4.0,177,83,1,191791,1,0,0,0,0,1,0,9
26520,Quick Bites,Bangalore,12.97830655,77.63730135,1,4.0,120,83,0,191791,0,0,0,0,0,1,0,8
26521,Café/Bakery,Bangalore,12.94610051,77.57042013,1,4.0,113,77,0,191791,0,1,1,0,0,1,0,7
26522,Café/Bakery,Bangalore,13.06329548,77.58594677,2,4.0,167,65,1,191791,1,0,0,0,0,1,0,9
26523,Café/Bakery,Bangalore,12.98456267,77.67588425,2,4.0,144,72,1,191791,1,0,0,0,0,1,0,8
26524,Café/Bakery,Bangalore,13.09342962,77.58254774,2,4.0,119,103,1,191791,1,0,0,0,0,1,0,9
26525,Café/Bakery,Bangalore,13.05074524,77.630741,2,4.1,138,58,1,191791,1,0,0,0,0,1,0,9
26526,Café/Bakery,Bangalore,12.92296951,77.61442378,2,4.2,129,64,1,191791,1,0,0,0,0,1,0,9
26527,Quick Bites,Bangalore,12.95558861,77.69158255,1,3.9,107,69,0,191791,0,0,0,0,0,1,0,6
26528,Café/Bakery,Bangalore,13.09845435,77.5732388,1,4.0,106,66,1,191791,1,0,0,0,0,1,0,9
26529,Café/Bakery,Bangalore,13.01996205,77.67476175,1,2.8,110,53,1,191791,0,0,0,0,0,0,0,8
26530,Café/Bakery,Bangalore,12.98011849,77.61277154,1,3.8,62,111,1,191791,0,0,0,0,0,1,0,13
26531,Café/Bakery,Bangalore,12.9647372,77.71622635,1,4.0,105,19,1,191791,0,0,0,0,0,1,0,7
26532,Café/Bakery,Bangalore,12.93890823,77.55331535,2,4.1,129,60,1,191791,1,0,0,0,0,1,0,9
26533,Café/Bakery,Bangalore,12.89482365,77.60927293,2,4.0,128,54,1,191791,1,0,0,0,0,1,0,9
