,type,city,latitude,longitude,price_range,rating,votes,photo_count,delivery,area,chain_restaurant,indian,asian,western,middle_eastern,fast_food,others,highlights_count
3864,Café/Bakery,Lucknow,26.84465202,81.00047931,3,4.1,94,81,1,240928,0,0,0,1,0,1,1,11
3865,Fine Dining,Lucknow,26.88759508,80.93898028,3,3.7,163,82,1,240928,0,0,0,0,0,1,1,8
3866,Fine Dining,Lucknow,26.88639805,80.94144456,3,3.7,137,84,1,240928,0,0,1,0,0,0,0,16
3867,Café/Bakery,Lucknow,26.8818951,80.94731692,2,4.0,171,77,0,240928,0,0,0,0,0,0,1,7
3868,Café/Bakery,Lucknow,26.87129042,80.93877845,2,3.6,105,157,0,240928,0,0,0,0,0,0,1,8
3869,Café/Bakery,Lucknow,26.89396247,81.07578635,2,4.0,130,102,1,240928,0,0,1,1,0,1,1,14
3870,Café/Bakery,Lucknow,26.86253438,81.01045042,2,3.7,88,156,0,240928,1,0,0,0,0,0,1,9
3871,Café/Bakery,Lucknow,26.88282125,80.94720427,2,3.7,114,123,0,240928,0,0,0,0,0,0,1,13
3872,Café/Bakery,Lucknow,26.8634991,81.02398,2,3.6,88,130,1,240928,0,0,0,0,0,0,1,6
3873,Café/Bakery,Lucknow,26.82005546,80.9089553,2,3.5,135,81,0,240928,0,0,0,0,0,0,1,8
3874,Café/Bakery,Lucknow,26.86323995,81.02417395,2,3.7,111,89,1,240928,1,0,0,0,0,0,1,14
3875,Café/Bakery,Lucknow,26.8489689,80.94524458,1,3.8,60,59,0,240928,0,0,0,0,0,1,1,10
3876,Café/Bakery,Lucknow,26.85229671,80.99858031,2,3.9,121,85,0,240928,0,0,1,1,0,0,0,10
3877,Café/Bakery,Lucknow,26.76261358,80.94739236,2,3.5,101,72,1,240928,0,0,0,0,0,0,1,10
3878,Café/Bakery,Lucknow,26.91007282,80.94486371,3,3.7,102,85,1,240928,0,0,0,0,0,0,1,13
3879,Café/Bakery,Lucknow,26.88279732,80.94535924,2,3.3,83,118,0,240928,1,0,0,0,0,1,1,12
3880,Café/Bakery,Lucknow,26.85376091,80.92505056,1,3.9,109,11,1,240928,0,0,1,0,0,1,0,8
3881,Café/Bakery,Lucknow,26.86259599,81.01053726,2,3.7,76,90,0,240928,0,0,1,0,0,0,1,16
3882,Café/Bakery,Lucknow,26.79845943,80.89702751,2,3.5,72,115,0,240928,1,0,0,0,0,0,1,14
3883,Café/Bakery,Lucknow,26.88465,80.932891,2,4.0,87,56,1,240928,0,0,0,0,0,0,1,16
3884,Café/Bakery,Lucknow,26.79510131,80.91946453,2,3.4,36,34,1,240928,0,0,1,1,0,0,1,10
3885,Café/Bakery,Lucknow,26.871492,80.97348254,2,3.8,81,81,0,240928,1,0,0,0,0,1,1,11
3886,Café/Bakery,Lucknow,26.852016,80.9999,2,3.4,45,79,1,240928,1,0,0,0,0,1,1,13
3887,Café/Bakery,Lucknow,26.851099,81.01119105,2,3.3,69,70,0,240928,0,0,0,0,0,0,1,11
3888,Café/Bakery,Lucknow,26.84211095,80.93853235,2,3.8,71,39,0,240928,0,1,1,0,0,0,1,11
3889,Café/Bakery,Lucknow,26.85746516,80.97537819,2,4.0,61,80,0,240928,1,0,0,0,0,1,1,17
3890,Café/Bakery,Lucknow,26.872613,80.9461843,2,4.0,28,73,0,240928,1,0,0,0,0,1,1,14
3891,Café/Bakery,Lucknow,26.8698399,80.99740282,3,3.7,48,61,1,240928,0,0,1,1,0,0,0,11
3892,Café/Bakery,Lucknow,26.84909214,81.00651026,2,3.6,40,68,0,240928,0,0,0,0,0,1,1,13
3893,Café/Bakery,Lucknow,26.87312444,81.01510585,2,3.8,41,62,1,240928,0,0,0,0,0,0,1,10
3894,Café/Bakery,Lucknow,26.86998316,80.99749669,2,3.1,60,46,0,240928,1,0,0,0,0,0,1,16
3895,Café/Bakery,Lucknow,26.85113251,81.0082604,2,3.5,42,52,0,240928,0,0,0,0,0,0,1,13
3896,Café/Bakery,Lucknow,26.79872129,80.89705836,2,3.7,62,41,0,240928,1,0,0,0,0,1,1,11
3897,Café/Bakery,Lucknow,26.8460065,80.9928565,1,3.8,31,37,1,240928,0,1,0,0,0,1,1,9
3898,Café/Bakery,Lucknow,26.797573,80.90288613,2,3.5,55,32,1,240928,0,0,0,0,0,0,1,10
3899,Café/Bakery,Lucknow,26.87407118,81.01728871,2,3.7,52,35,1,240928,0,0,0,1,0,1,1,12
3900,Café/Bakery,Lucknow,26.87822214,80.93706651,1,3.9,28,65,0,240928,0,0,0,0,0,0,1,7
3901,Café/Bakery,Lucknow,26.79002578,80.89214824,1,3.9,51,41,1,240928,0,0,0,0,0,0,1,8
3902,Café/Bakery,Lucknow,26.85279834,81.00036398,3,3.7,47,10,0,240928,0,0,0,0,0,0,1,14
3903,Quick Bites,Lucknow,26.83631814,81.00184891,2,3.3,59,8,0,240928,1,0,0,0,0,1,0,14
3904,Quick Bites,Lucknow,26.8412799,81.015699,2,3.3,33,15,0,240928,0,0,1,0,0,0,0,11
3905,Quick Bites,Lucknow,26.85512639,80.94610859,1,3.6,32,3,1,240928,1,0,0,0,0,1,0,10
3906,Quick Bites,Lucknow,26.83660444,81.00175235,2,3.2,26,7,0,240928,0,0,1,0,0,0,0,12
3907,Quick Bites,Lucknow,26.86087,81.009812,1,3.3,28,6,0,240928,0,0,1,0,0,0,0,5
3908,Café/Bakery,Lucknow,26.85526548,80.94593156,1,3.1,20,11,1,240928,1,0,0,0,0,0,1,10
3909,Café/Bakery,Lucknow,26.85801672,80.97628545,1,3.5,21,84,0,240928,1,0,0,0,0,1,1,12
3910,Quick Bites,Lucknow,26.83651409,81.00179661,2,0.0,2,1,0,240928,0,1,0,0,0,0,0,13
3911,Quick Bites,Lucknow,26.83632442,81.00179728,2,0.0,2,3,0,240928,0,1,0,0,0,1,0,13
3912,Café/Bakery,Lucknow,26.85503845,80.94622459,1,3.2,17,4,0,240928,0,0,0,0,0,0,1,9
3913,Quick Bites,Lucknow,26.85438368,81.02198526,1,3.2,10,1,1,240928,0,0,0,0,0,1,0,10
3914,Quick Bites,Lucknow,26.83645725,81.00177247,2,0.0,2,1,0,240928,0,1,1,0,0,0,0,11
3915,Quick Bites,Lucknow,26.87032112,80.99626891,1,3.1,9,3,0,240928,1,0,0,0,0,1,0,9
3916,Quick Bites,Lucknow,26.85804454,80.97628511,1,3.1,8,4,1,240928,1,0,0,0,0,1,0,10
3917,Quick Bites,Lucknow,26.86250088,81.01058386,1,2.8,9,0,1,240928,0,0,0,0,0,1,0,8
3918,Quick Bites,Lucknow,26.818622,80.90734,1,0.0,3,0,1,240928,1,0,0,0,0,1,0,10
3919,Quick Bites,Lucknow,26.85516318,80.94607338,1,3.1,12,2,0,240928,1,0,0,0,0,0,1,13
3920,Quick Bites,Lucknow,26.88124587,80.94954483,1,3.0,8,3,0,240928,0,0,1,0,0,0,0,5
3921,Café/Bakery,Lucknow,26.8699392,80.99761169,1,3.2,6,14,0,240928,1,0,0,0,0,0,1,9
3922,Café/Bakery,Lucknow,26.85807744,80.97625896,1,3.1,6,4,0,240928,0,0,0,0,0,1,1,10
3923,Quick Bites,Lucknow,26.83980786,80.93769718,1,3.1,7,2,0,240928,0,1,0,0,0,0,0,5
3924,Quick Bites,Lucknow,26.85807026,80.97632032,1,3.0,4,5,0,240928,0,0,0,0,0,0,1,11
3925,Quick Bites,Lucknow,26.8726832,80.89516673,1,0.0,2,1,0,240928,0,0,0,0,0,1,0,5
3926,Quick Bites,Lucknow,26.84089948,80.92583209,1,2.9,4,2,0,240928,0,0,0,0,0,1,0,7
3927,Quick Bites,Lucknow,26.8580559,80.97635318,1,3.2,5,2,0,240928,0,0,0,0,0,0,1,11
3928,Quick Bites,Lucknow,26.86510569,80.90088386,1,0.0,3,1,0,240928,0,0,0,0,0,1,0,4
3929,Quick Bites,Lucknow,26.85510635,80.94636407,1,0.0,3,3,0,240928,0,0,0,0,0,1,0,8
3930,Quick Bites,Lucknow,26.83821574,80.92985038,1,0.0,2,0,0,240928,0,0,1,0,0,0,0,6
3931,Quick Bites,Lucknow,26.85807924,80.97633775,1,0.0,2,3,0,240928,0,0,0,0,0,1,0,11
3932,Quick Bites,Lucknow,26.89092624,81.00294761,1,0.0,2,1,0,240928,0,0,1,0,0,1,0,5
3933,Quick Bites,Lucknow,26.816863,80.905329,2,3.8,326,6,1,240928,0,1,0,0,0,0,0,6
3934,Quick Bites,Lucknow,26.78940056,80.88908315,2,4.0,478,41,0,240928,0,1,0,0,0,0,0,9
3935,Quick Bites,Lucknow,26.83416172,80.92405681,1,3.9,185,9,1,240928,0,1,1,0,0,0,0,10
3936,Quick Bites,Lucknow,26.90889785,80.95724009,2,3.7,185,11,1,240928,0,1,0,0,0,0,0,7
3937,Quick Bites,Lucknow,26.79934197,81.0019804,1,3.7,117,2,1,240928,0,1,0,0,0,0,0,9
3938,Quick Bites,Lucknow,26.89333215,80.94446272,1,3.6,159,4,0,240928,0,1,0,0,0,0,0,6
3939,Quick Bites,Lucknow,26.86601463,80.9093754,1,3.8,180,5,0,240928,0,1,1,0,0,0,0,7
3940,Quick Bites,Lucknow,26.88324559,80.9448627,1,3.5,128,6,1,240928,0,1,0,0,0,0,0,7
3941,Quick Bites,Lucknow,26.84613098,80.87889511,1,3.7,105,13,0,240928,0,1,0,0,0,0,0,8
3942,Quick Bites,Lucknow,26.86072667,81.02368565,1,3.3,88,4,1,240928,0,1,1,0,0,0,0,7
3943,Quick Bites,Lucknow,26.79977141,80.89620676,2,3.7,89,6,1,240928,0,1,1,0,0,0,0,7
3944,Quick Bites,Lucknow,26.86599219,80.90938915,1,3.7,105,6,0,240928,0,1,1,0,0,0,0,7
3945,Quick Bites,Lucknow,26.79987765,80.92314117,2,3.6,66,7,0,240928,0,1,0,0,0,0,0,4
3946,Quick Bites,Lucknow,26.86582052,80.90966742,1,3.5,55,7,1,240928,0,1,0,0,0,0,0,7
3947,Quick Bites,Lucknow,26.84792252,80.9409507,2,3.8,60,17,1,240928,0,1,1,0,0,0,0,6
3948,Quick Bites,Lucknow,26.77418211,80.94207086,2,3.6,53,11,1,240928,0,1,0,0,0,0,0,9
3949,Quick Bites,Lucknow,26.77446737,80.94376836,1,3.3,66,6,0,240928,0,1,0,0,0,0,0,8
3950,Quick Bites,Lucknow,26.799667,81.000113,2,3.3,23,1,0,240928,0,1,0,0,0,0,0,6
3951,Quick Bites,Lucknow,26.86626795,81.00660045,2,3.1,20,3,0,240928,1,0,0,0,0,0,0,12
3952,Quick Bites,Lucknow,26.83335784,80.92187449,1,0.0,3,20,1,240928,0,1,0,0,0,0,0,7
3953,Quick Bites,Lucknow,26.88513283,80.99684928,1,3.3,26,4,0,240928,0,1,0,0,0,0,0,5
3954,Quick Bites,Lucknow,26.8852031,80.99621996,1,3.3,24,3,0,240928,0,1,0,0,0,0,0,8
3955,Quick Bites,Lucknow,26.84246944,80.87784234,1,3.1,11,1,1,240928,0,1,1,0,0,1,0,6
3956,Quick Bites,Lucknow,26.78906206,80.88915255,1,3.3,18,4,0,240928,0,1,0,0,0,0,0,6
3957,Quick Bites,Lucknow,26.87502759,80.95899425,1,3.0,10,3,0,240928,0,1,0,0,0,0,0,5
3958,Quick Bites,Lucknow,26.84605231,80.87883946,1,3.0,4,12,0,240928,0,1,0,0,0,0,0,7
3959,Quick Bites,Lucknow,26.79462516,80.91148295,1,3.3,13,0,0,240928,0,1,1,0,0,0,0,8
3960,Quick Bites,Lucknow,26.77475532,80.943648,1,3.2,9,3,0,240928,0,1,0,0,0,0,0,8
3961,Quick Bites,Lucknow,26.87144355,80.97453397,2,3.0,5,1,0,240928,0,1,1,0,0,0,0,8
3962,Quick Bites,Lucknow,26.74932655,80.94891351,1,2.9,10,0,0,240928,0,1,0,0,0,0,0,8
3963,Quick Bites,Lucknow,26.8345671,80.92409637,1,3.0,4,4,0,240928,0,1,0,0,0,0,0,7
3964,Quick Bites,Lucknow,26.88766894,80.96609943,1,3.0,7,4,0,240928,0,1,0,0,0,0,0,9
3965,Quick Bites,Lucknow,26.8430809,80.99740785,1,0.0,2,7,0,240928,0,1,0,0,0,0,0,9
3966,Quick Bites,Lucknow,26.86548015,80.90907231,1,3.0,4,4,0,240928,0,1,0,0,0,0,0,8
3967,Quick Bites,Lucknow,26.84614055,80.8787486,1,2.9,4,2,0,240928,0,0,0,0,0,1,0,7
3968,Quick Bites,Lucknow,26.74998432,80.949977,1,0.0,3,2,0,240928,0,1,0,0,0,0,0,7
3969,Quick Bites,Lucknow,26.8701982,80.92676248,1,0.0,3,1,0,240928,0,1,0,0,0,0,0,6
3970,Quick Bites,Lucknow,26.74898284,80.95036257,1,0.0,2,2,0,240928,0,1,0,0,0,0,0,8
3971,Quick Bites,Lucknow,26.845498,80.94460621,1,0.0,2,0,0,240928,0,1,0,0,0,0,0,6
3972,Café/Bakery,Lucknow,26.81980442,80.90869747,1,4.0,351,22,0,240928,0,0,0,0,0,1,0,7
3973,Café/Bakery,Lucknow,26.78924792,80.90911489,1,3.9,335,88,0,240928,0,1,1,0,0,1,0,12
3974,Café/Bakery,Lucknow,26.85002154,80.94366644,2,4.1,202,62,1,240928,0,0,0,0,0,1,1,12
3975,Café/Bakery,Lucknow,26.86581334,80.9096396,1,3.8,304,18,0,240928,0,1,1,0,0,1,1,9
3976,Quick Bites,Lucknow,26.83300122,80.92148155,1,3.9,312,17,0,240928,0,1,0,0,0,1,1,10
3977,Café/Bakery,Lucknow,26.84900898,80.99051122,1,3.9,193,37,1,240928,0,0,0,0,0,1,0,6
3978,Café/Bakery,Lucknow,26.87557937,80.95787007,2,4.0,255,84,0,240928,0,0,0,0,0,1,1,10
3979,Café/Bakery,Lucknow,26.81401844,80.90059016,1,4.0,163,20,1,240928,0,0,0,0,0,1,1,9
3980,Quick Bites,Lucknow,26.87291199,80.97697277,1,4.0,139,90,1,240928,0,0,0,0,0,1,1,9
3981,Café/Bakery,Lucknow,26.83283758,80.92141215,1,3.8,196,21,0,240928,0,1,0,0,0,1,1,11
3982,Quick Bites,Lucknow,26.90459463,80.94454419,1,4.0,142,21,1,240928,0,0,1,0,0,1,0,6
3983,Quick Bites,Lucknow,26.873168,80.98195363,2,3.9,162,32,0,240928,0,0,0,0,0,1,1,7
3984,Café/Bakery,Lucknow,26.926545,80.943046,1,3.9,100,4,1,240928,0,1,1,0,0,1,0,4
3985,Café/Bakery,Lucknow,26.832233,80.94162,1,4.2,77,15,1,240928,0,0,0,0,0,1,0,7
3986,Café/Bakery,Lucknow,26.90284225,80.94341833,1,3.9,89,1,1,240928,0,0,0,0,0,0,0,6
3987,Café/Bakery,Lucknow,26.85392932,80.94521742,1,3.7,76,28,0,240928,0,0,0,0,0,1,0,15
3988,Quick Bites,Lucknow,26.88512506,80.99659782,1,3.6,70,9,1,240928,0,0,0,0,0,0,1,10
3989,Café/Bakery,Lucknow,26.84095782,80.87991804,1,3.8,46,3,1,240928,0,0,0,0,0,0,0,8
3990,Café/Bakery,Lucknow,26.79062585,80.90459269,2,3.8,68,44,0,240928,0,1,1,0,0,0,0,10
3991,Café/Bakery,Lucknow,26.87462087,80.98181415,1,3.5,54,15,1,240928,0,1,0,0,0,1,1,12
3992,Café/Bakery,Lucknow,26.8407523,80.87719057,2,3.7,61,6,1,240928,0,0,0,0,0,0,0,4
3993,Café/Bakery,Lucknow,26.87476083,80.95848128,1,3.7,38,10,1,240928,0,0,0,0,0,1,0,9
3994,Quick Bites,Lucknow,26.88040853,80.99553064,1,3.2,36,8,1,240928,0,0,0,0,0,0,1,9
3995,Café/Bakery,Lucknow,26.86655538,80.90784118,1,3.6,37,8,0,240928,0,0,0,0,0,0,0,6
3996,Quick Bites,Lucknow,26.84710648,80.94553594,2,3.3,35,14,1,240928,0,1,0,0,0,1,0,13
3997,Café/Bakery,Lucknow,26.8691319,81.0234243,1,3.5,32,13,1,240928,0,0,0,0,0,1,0,5
3998,Café/Bakery,Lucknow,26.87000768,81.02566358,2,3.6,31,0,1,240928,0,0,0,0,0,0,0,5
3999,Café/Bakery,Lucknow,26.87519776,80.98238245,1,3.3,30,13,0,240928,0,0,0,0,0,1,0,7
4000,Café/Bakery,Lucknow,26.78947898,80.90991016,1,3.5,39,1,0,240928,0,0,0,0,0,0,0,8
4001,Café/Bakery,Lucknow,26.8010732,80.89579135,1,3.6,42,9,0,240928,0,0,0,0,0,0,0,6
4002,Café/Bakery,Lucknow,26.83423442,80.92065006,1,3.6,38,6,0,240928,1,0,0,0,0,0,1,3
4003,Café/Bakery,Lucknow,26.88365049,80.94446506,2,3.5,27,1,1,240928,0,0,0,0,0,0,0,7
4004,Quick Bites,Lucknow,26.844111,80.883917,2,3.4,22,1,1,240928,0,1,0,0,0,1,0,10
4005,Café/Bakery,Lucknow,26.8472365,80.9430504,2,3.4,13,4,1,240928,0,0,0,0,0,1,0,5
4006,Café/Bakery,Lucknow,26.871265,81.0237502,2,3.5,21,0,1,240928,0,1,0,0,0,0,0,6
4007,Café/Bakery,Lucknow,26.84933384,80.93122635,1,3.5,23,8,1,240928,0,0,0,0,0,0,1,7
4008,Café/Bakery,Lucknow,26.89038411,80.9614639,1,3.1,25,13,0,240928,0,0,0,0,0,0,0,7
4009,Café/Bakery,Lucknow,26.84082051,80.8768402,1,3.3,27,9,0,240928,0,0,0,0,0,0,1,5
4010,Quick Bites,Lucknow,26.85223987,81.00447379,1,3.1,22,9,0,240928,0,0,0,0,0,1,1,12
4011,Café/Bakery,Lucknow,26.93007345,80.9450233,1,3.3,16,10,0,240928,0,0,1,0,0,0,1,12
4012,Café/Bakery,Lucknow,26.889565,80.99482,1,3.4,17,3,0,240928,0,0,0,0,0,0,0,10
4013,Café/Bakery,Lucknow,26.85159705,81.02209892,2,3.4,21,10,0,240928,0,0,0,0,0,1,1,9
4014,Café/Bakery,Lucknow,26.83812748,80.9182287,1,2.8,24,4,0,240928,0,0,0,0,0,1,0,7
4015,Café/Bakery,Lucknow,26.85833198,80.99690896,1,3.5,18,2,0,240928,0,0,0,0,0,1,0,9
4016,Café/Bakery,Lucknow,26.84805564,80.92725702,1,3.2,15,16,0,240928,0,0,0,0,0,1,1,5
4017,Café/Bakery,Lucknow,26.84214965,80.92319816,2,3.4,20,5,1,240928,0,0,0,0,0,0,1,5
4018,Café/Bakery,Lucknow,26.85266971,80.9999717,1,3.3,17,6,0,240928,0,0,0,0,0,1,0,12
4019,Café/Bakery,Lucknow,26.8271477,80.94553124,1,3.2,15,4,0,240928,0,0,0,0,0,1,1,5
4020,Café/Bakery,Lucknow,26.86993411,80.9568106,1,3.3,14,13,0,240928,0,0,0,0,0,0,1,5
4021,Café/Bakery,Lucknow,26.88905046,80.95336061,1,3.0,18,0,0,240928,0,0,0,0,0,0,0,4
4022,Café/Bakery,Lucknow,26.79517613,80.89094158,1,3.3,7,38,1,240928,0,0,0,0,0,0,1,5
4023,Café/Bakery,Lucknow,26.86648031,80.90614703,1,3.3,14,3,0,240928,0,0,0,0,0,0,1,6
4024,Café/Bakery,Lucknow,26.83962598,80.93425423,2,2.9,5,20,0,240928,0,0,0,0,0,1,1,3
4025,Café/Bakery,Lucknow,26.8382657,80.91806307,1,3.2,17,9,0,240928,0,0,0,0,0,0,0,6
4026,Café/Bakery,Lucknow,26.860797,80.9043803,2,3.2,8,13,0,240928,0,0,0,0,0,0,0,5
4027,Quick Bites,Lucknow,26.88583168,80.99130984,1,3.2,10,8,1,240928,0,0,0,0,0,0,1,9
4028,Café/Bakery,Lucknow,26.83848965,80.91823881,1,0.0,3,0,1,240928,0,0,0,0,0,1,0,4
4029,Café/Bakery,Lucknow,26.86347941,80.90760971,1,3.3,13,9,0,240928,0,0,0,0,0,0,0,4
4030,Café/Bakery,Lucknow,26.8396161,80.93458951,1,3.3,11,8,0,240928,0,0,0,0,0,0,1,6
4031,Café/Bakery,Lucknow,26.858204,81.006337,1,3.3,14,0,0,240928,0,0,0,0,0,0,0,7
4032,Café/Bakery,Lucknow,26.87204768,80.97686581,1,3.2,13,4,0,240928,0,1,0,0,0,0,0,8
4033,Café/Bakery,Lucknow,26.8747695,81.01366539,2,0.0,3,3,1,240928,0,0,0,0,0,1,1,8
4034,Café/Bakery,Lucknow,26.8367992,80.9392371,1,3.2,12,2,0,240928,0,0,0,0,0,0,1,6
4035,Café/Bakery,Lucknow,26.89445286,80.94332915,2,2.9,12,4,0,240928,0,1,0,0,0,1,0,6
4036,Café/Bakery,Lucknow,26.93690862,80.94180968,1,3.1,9,3,0,240928,0,1,1,0,0,1,0,7
4037,Café/Bakery,Lucknow,26.8390492,80.87652169,1,3.2,10,6,0,240928,0,0,0,0,0,0,0,4
4038,Café/Bakery,Lucknow,26.8707796,80.95757503,1,3.2,9,2,0,240928,0,0,0,0,0,0,1,7
4039,Café/Bakery,Lucknow,26.85804544,80.99793054,1,3.2,8,0,0,240928,0,0,0,0,0,0,0,4
4040,Bar,Lucknow,26.77924188,80.90367269,3,3.1,14,9,0,240928,0,0,0,0,0,1,0,13
4041,Fine Dining,Lucknow,26.85239721,80.94479397,3,4.0,300,241,1,240928,0,1,0,0,0,0,0,24
4042,Casual Dining,Lucknow,26.86338651,81.00842133,3,4.0,143,134,1,240928,0,1,1,0,0,0,0,21
4043,Casual Dining,Lucknow,26.84580731,80.98835506,3,3.5,125,132,0,240928,0,1,1,0,0,0,0,17
4044,Fine Dining,Lucknow,26.8749119,80.9570265,2,3.8,79,39,0,240928,0,1,0,0,0,0,0,9
4045,Fine Dining,Lucknow,26.79881137,80.89713514,2,3.6,146,54,1,240928,0,1,1,1,0,0,0,28
4046,Casual Dining,Lucknow,26.88301144,80.94581187,3,3.8,144,59,1,240928,0,1,1,0,0,0,0,36
4047,Fine Dining,Lucknow,26.84287778,80.94717845,3,2.8,66,58,1,240928,0,1,1,0,0,1,0,14
4048,Fine Dining,Lucknow,26.8590968,81.02799039,3,3.5,69,55,0,240928,0,0,0,0,0,1,0,10
4049,Fine Dining,Lucknow,26.89911079,80.95530555,3,3.4,62,20,0,240928,0,1,1,0,0,0,0,7
4050,Fine Dining,Lucknow,26.87418453,80.9594224,3,3.4,43,36,0,240928,0,1,1,1,0,1,0,19
4051,Café/Bakery,Lucknow,26.88294565,80.94531298,2,3.3,44,7,1,240928,0,1,1,1,0,1,0,18
4052,Fine Dining,Lucknow,26.92673777,80.97250052,3,3.5,19,33,1,240928,0,1,1,0,0,1,0,12
4053,Fine Dining,Lucknow,26.931696,80.930084,2,3.3,18,9,0,240928,0,1,0,0,0,0,0,8
4054,Fine Dining,Lucknow,26.88869,81.056173,2,3.0,4,1,0,240928,0,1,1,0,0,0,1,13
4055,Fine Dining,Lucknow,26.84314133,80.99766232,3,3.2,14,2,0,240928,0,0,0,0,0,1,0,19
4056,Quick Bites,Lucknow,26.8823664,81.0422688,2,0.0,2,13,0,240928,0,0,1,1,0,0,0,13
4057,Fine Dining,Lucknow,26.8462974,80.8935938,2,3.2,7,1,0,240928,0,0,0,0,0,1,1,11
4058,Fine Dining,Lucknow,26.8947009,80.9713973,2,2.9,9,0,0,240928,0,1,1,0,0,0,1,13
4059,Fine Dining,Lucknow,26.8432206,80.88375695,1,2.9,4,1,0,240928,0,0,1,0,0,1,0,7
4060,Fine Dining,Lucknow,26.87286384,80.98281998,3,3.8,106,91,0,240928,0,1,1,1,0,0,0,16
4061,Fine Dining,Lucknow,26.80330266,80.89660071,3,3.3,27,5,0,240928,0,1,0,0,0,0,0,20
4062,Quick Bites,Lucknow,26.79438915,80.91354109,1,4.1,169,6,0,240928,0,1,0,0,0,1,0,4
4063,Quick Bites,Lucknow,26.8592628,80.9868044,1,3.8,62,47,0,240928,0,0,0,0,0,1,1,7
4064,Quick Bites,Lucknow,26.80765014,80.89693498,1,3.4,81,4,0,240928,0,0,1,0,0,0,0,5
4065,Quick Bites,Lucknow,26.87003879,81.03365287,2,3.5,65,9,0,240928,0,1,0,0,0,0,0,7
4066,Quick Bites,Lucknow,26.90163791,80.94772697,1,3.6,57,9,0,240928,0,0,0,0,0,1,0,4
4067,Quick Bites,Lucknow,26.79841544,80.89712206,1,3.4,36,30,1,240928,0,0,0,1,1,0,0,7
4068,Quick Bites,Lucknow,26.856403,80.954954,2,3.7,42,34,0,240928,0,0,0,0,0,1,0,6
4069,Quick Bites,Lucknow,26.78839731,80.91224947,1,3.4,19,0,1,240928,1,1,0,0,0,0,0,4
4070,Quick Bites,Lucknow,26.83939832,80.9941721,1,3.7,23,9,0,240928,0,0,0,0,0,1,0,8
4071,Quick Bites,Lucknow,26.892201,80.945288,1,3.2,14,1,0,240928,0,0,0,0,0,0,0,4
4072,Quick Bites,Lucknow,26.87115554,80.94070897,1,3.3,17,5,0,240928,0,0,0,0,0,1,0,5
4073,Quick Bites,Lucknow,26.889872,80.948257,1,3.2,13,6,0,240928,1,1,1,0,0,1,1,7
4074,Quick Bites,Lucknow,26.78991684,80.90994269,1,2.9,12,0,0,240928,0,1,0,0,0,0,0,6
4075,Quick Bites,Lucknow,26.87537481,80.9561481,2,3.0,6,14,0,240928,0,0,1,0,0,0,0,7
4076,Quick Bites,Lucknow,26.85132854,81.01141915,1,3.1,4,0,0,240928,0,0,0,0,0,1,0,5
4077,Quick Bites,Lucknow,26.8407532,80.87855581,1,2.9,9,4,0,240928,0,0,0,0,0,1,0,5
4078,Quick Bites,Lucknow,26.85026264,80.96588988,1,0.0,3,0,0,240928,0,0,0,0,0,0,1,5
4079,Quick Bites,Lucknow,26.86488053,80.95373363,1,3.0,5,0,0,240928,0,1,1,0,0,0,0,5
4080,Quick Bites,Lucknow,26.851428,81.011361,1,0.0,3,8,0,240928,0,1,0,0,0,0,0,7
4081,Quick Bites,Lucknow,26.85576052,80.93573783,1,0.0,3,2,0,240928,0,0,0,0,0,1,0,4
4082,Quick Bites,Lucknow,26.76969894,80.96136533,1,0.0,2,0,0,240928,0,0,0,0,0,1,0,5
4083,Quick Bites,Lucknow,26.90073046,80.94588127,1,0.0,2,0,0,240928,0,1,0,0,0,1,0,6
4084,Fine Dining,Lucknow,26.852646,80.936385,3,3.0,7,0,0,240928,0,1,0,0,0,0,0,12
4085,Other,Lucknow,26.86702494,80.95529515,1,3.1,7,1,0,240928,0,1,0,0,0,0,0,4
4086,Café/Bakery,Lucknow,26.83988056,80.99902321,1,0.0,3,0,0,240928,0,1,0,0,0,0,0,8
4087,Quick Bites,Lucknow,26.8544,80.93884,1,3.2,7,1,1,240928,0,0,0,0,0,0,0,3
4088,Quick Bites,Lucknow,26.84797278,80.94495825,1,0.0,2,0,0,240928,0,0,0,0,0,0,0,2
4089,Quick Bites,Lucknow,26.86552831,80.90910248,1,0.0,3,0,0,240928,0,0,0,0,0,0,0,2
4090,Casual Dining,Lucknow,26.8611456,80.9928832,1,3.6,47,5,1,240928,0,0,0,0,0,1,0,6
4091,Casual Dining,Lucknow,26.87769881,81.01344075,1,3.3,15,1,0,240928,0,1,0,0,0,0,0,4
4092,Casual Dining,Lucknow,26.8393346,80.92196938,1,2.9,6,2,1,240928,0,0,0,0,0,1,0,7
4093,Casual Dining,Lucknow,26.83874047,80.92425998,1,0.0,2,0,1,240928,0,0,1,0,0,1,0,8
4094,Casual Dining,Lucknow,26.782472,80.914341,1,3.2,6,0,0,240928,0,1,0,0,0,0,0,7
4095,Quick Bites,Lucknow,26.87047843,80.97069372,1,4.1,291,24,0,240928,1,0,0,0,0,1,0,3
4096,Quick Bites,Lucknow,26.84926414,80.9220247,2,4.3,458,21,0,240928,0,1,0,0,0,0,0,7
4097,Quick Bites,Lucknow,26.86488287,80.90023678,1,4.1,849,31,1,240928,0,1,0,0,0,0,0,5
4098,Café/Bakery,Lucknow,26.87342579,80.95693029,3,4.2,704,807,1,240928,1,0,0,1,0,0,1,15
